,iter,drug,tissue,model,penalty,preproc,balance_weights,feature,feat_dim,acc,tp,tn,fp,fn,roc_auc,brier,log_loss
179,9,Atezo,KIRC,LR,0.01,standardize,False,MIRACLE,1,0.7058823529411765,0,24,0,10,0.7666666666666667,0.19590514159855552,0.5780911044782058
180,0,Atezo,KIRC,LR,0.01,standardize,True,LCC,523,0.5294117647058824,3,15,9,7,0.6458333333333334,0.21451848414382116,0.607015493769616
181,1,Atezo,KIRC,LR,0.03,standardize,True,LCC,523,0.7647058823529411,4,22,2,6,0.7583333333333334,0.17959297847009437,0.5722211681415388
182,2,Atezo,KIRC,LR,0.01,standardize,True,LCC,523,0.6764705882352942,3,20,4,7,0.75,0.18173313237582475,0.5316573741106678
183,3,Atezo,KIRC,LR,0.01,standardize,True,LCC,523,0.6470588235294118,5,17,7,5,0.6916666666666667,0.20918413103429326,0.601554833797722
184,4,Atezo,KIRC,LR,0.01,standardize,True,LCC,523,0.6764705882352942,4,19,5,6,0.6666666666666667,0.2200275656827207,0.638124214454962
185,5,Atezo,KIRC,LR,0.02,standardize,True,LCC,523,0.7352941176470589,9,16,8,1,0.8708333333333333,0.1695993274168743,0.500589436237532
186,6,Atezo,KIRC,LR,0.39,standardize,True,LCC,523,0.6176470588235294,5,16,8,5,0.6666666666666666,0.2689422308753777,0.9181459551067764
187,7,Atezo,KIRC,LR,0.13,standardize,True,LCC,523,0.6764705882352942,6,17,7,4,0.65,0.2552373030112027,0.7580082327062113
188,8,Atezo,KIRC,LR,0.01,standardize,True,LCC,523,0.6176470588235294,4,17,7,6,0.6666666666666666,0.22644799325883894,0.6474115175086098
189,9,Atezo,KIRC,LR,0.2,standardize,True,LCC,523,0.5882352941176471,4,16,8,6,0.6458333333333334,0.299734732185375,0.9185380805397765
190,0,Atezo,KIRC,LR,0.14,standardize,False,LCC,523,0.6764705882352942,4,19,5,6,0.7583333333333333,0.20003188232175637,0.5709940500121917
191,1,Atezo,KIRC,LR,0.01,standardize,False,LCC,523,0.7058823529411765,1,23,1,9,0.6666666666666666,0.19908495976761773,0.5802808735117811
192,2,Atezo,KIRC,LR,0.01,standardize,False,LCC,523,0.7352941176470589,2,23,1,8,0.7625,0.17580124706859676,0.5148714171820398
193,3,Atezo,KIRC,LR,0.02,standardize,False,LCC,523,0.7941176470588235,4,23,1,6,0.7333333333333334,0.16992471271480913,0.5188248515949903
194,4,Atezo,KIRC,LR,0.01,standardize,False,LCC,523,0.6764705882352942,1,22,2,9,0.675,0.19346377199420345,0.5715514341866723
195,5,Atezo,KIRC,LR,0.01,standardize,False,LCC,523,0.7058823529411765,0,24,0,10,0.675,0.1952195690391394,0.5629118551902034
196,6,Atezo,KIRC,LR,0.13,standardize,False,LCC,523,0.7352941176470589,5,20,4,5,0.8083333333333333,0.2032963480653611,0.6368566731214981
197,7,Atezo,KIRC,LR,0.01,standardize,False,LCC,523,0.8529411764705882,5,24,0,5,0.9541666666666666,0.11741090513715181,0.37771045761391964
198,8,Atezo,KIRC,LR,0.01,standardize,False,LCC,523,0.7647058823529411,2,24,0,8,0.7791666666666667,0.17415182062552764,0.5113415769450773
199,9,Atezo,KIRC,LR,0.05,standardize,False,LCC,523,0.7352941176470589,4,21,3,6,0.7291666666666667,0.17502382090012947,0.525956845873359
200,0,Atezo,KIRC,LR,0.07,standardize,True,WM,12,0.5294117647058824,4,14,10,6,0.5541666666666667,0.23846889909888033,0.6694626266878448
201,1,Atezo,KIRC,LR,0.07,standardize,True,WM,12,0.5882352941176471,6,14,10,4,0.6041666666666666,0.2424671267914949,0.6793474326864491
202,2,Atezo,KIRC,LR,0.08,standardize,True,WM,12,0.6176470588235294,4,17,7,6,0.7083333333333333,0.22765964044431322,0.6475982351320057
203,3,Atezo,KIRC,LR,0.02,standardize,True,WM,12,0.5294117647058824,3,15,9,7,0.5333333333333333,0.24030082112193032,0.6735991094285061
204,4,Atezo,KIRC,LR,0.96,standardize,True,WM,12,0.5,4,13,11,6,0.4708333333333333,0.28163770108270597,0.7809823320841927
205,5,Atezo,KIRC,LR,0.09,standardize,True,WM,12,0.6176470588235294,6,15,9,4,0.5958333333333333,0.24699841677212658,0.6896444374573483
206,6,Atezo,KIRC,LR,0.06,standardize,True,WM,12,0.5294117647058824,7,11,13,3,0.6291666666666667,0.24197496773998697,0.6767596657932166
207,7,Atezo,KIRC,LR,0.1,standardize,True,WM,12,0.4411764705882353,4,11,13,6,0.45,0.26248657637316297,0.7184371385739677
208,8,Atezo,KIRC,LR,0.12,standardize,True,WM,12,0.5882352941176471,7,13,11,3,0.6833333333333333,0.24091509388494908,0.6767829634222843
209,9,Atezo,KIRC,LR,0.01,standardize,True,WM,12,0.5882352941176471,6,14,10,4,0.6458333333333334,0.24376619596610455,0.6806220601336149
210,0,Atezo,KIRC,LR,0.03,standardize,False,WM,12,0.6470588235294118,0,22,2,10,0.42500000000000004,0.2334858782012091,0.6623667357960596
211,1,Atezo,KIRC,LR,0.07,standardize,False,WM,12,0.7058823529411765,0,24,0,10,0.5291666666666667,0.2050036262428993,0.6009590714457599
212,2,Atezo,KIRC,LR,0.02,standardize,False,WM,12,0.7058823529411765,0,24,0,10,0.5875,0.20654111309195647,0.6021773878425364
213,3,Atezo,KIRC,LR,0.27,standardize,False,WM,12,0.6764705882352942,1,22,2,9,0.5,0.2289488162739628,0.6499359838803427
214,4,Atezo,KIRC,LR,0.77,standardize,False,WM,12,0.7352941176470589,1,24,0,9,0.4083333333333334,0.2197599431793471,0.6420118298366349
215,5,Atezo,KIRC,LR,0.08,standardize,False,WM,12,0.7058823529411765,0,24,0,10,0.6041666666666666,0.20298084758856863,0.5945326162650434
216,6,Atezo,KIRC,LR,0.09,standardize,False,WM,12,0.7058823529411765,0,24,0,10,0.6666666666666666,0.20151033203533278,0.5872272483785731
217,7,Atezo,KIRC,LR,0.02,standardize,False,WM,12,0.7058823529411765,0,24,0,10,0.48333333333333334,0.21324018057443372,0.6185493226176213
218,8,Atezo,KIRC,LR,0.04,standardize,False,WM,12,0.7058823529411765,0,24,0,10,0.5541666666666667,0.21217443876445094,0.6154204215563632
219,9,Atezo,KIRC,LR,0.01,standardize,False,WM,12,0.7058823529411765,0,24,0,10,0.5083333333333333,0.21123544725349416,0.6129675656114204
220,0,Atezo,KIRC,LR,0.07,standardize,True,WM_Norm,12,0.4411764705882353,6,9,15,4,0.5625,0.24557717767126808,0.6772553698459085
221,1,Atezo,KIRC,LR,0.9,standardize,True,WM_Norm,12,0.4411764705882353,4,11,13,6,0.5125000000000001,0.2779323938117808,0.7968364314441325
222,2,Atezo,KIRC,LR,0.93,standardize,True,WM_Norm,12,0.4117647058823529,6,8,16,4,0.5249999999999999,0.2613461600049308,0.7129285069547927
223,3,Atezo,KIRC,LR,0.68,standardize,True,WM_Norm,12,0.6764705882352942,9,14,10,1,0.7416666666666667,0.2275308467635268,0.6675021804185127
224,4,Atezo,KIRC,LR,0.01,standardize,True,WM_Norm,12,0.5294117647058824,6,12,12,4,0.6166666666666667,0.2346421332204993,0.6598739061889966
225,5,Atezo,KIRC,LR,0.6,standardize,True,WM_Norm,12,0.5882352941176471,5,15,9,5,0.625,0.235179805308791,0.662631575865074
226,6,Atezo,KIRC,LR,0.93,standardize,True,WM_Norm,12,0.5882352941176471,6,14,10,4,0.5875,0.2466738798563851,0.6853833955454084
227,7,Atezo,KIRC,LR,0.96,standardize,True,WM_Norm,12,0.6470588235294118,8,14,10,2,0.6791666666666667,0.22343721925821267,0.6301560316135273
228,8,Atezo,KIRC,LR,0.81,standardize,True,WM_Norm,12,0.5882352941176471,4,16,8,6,0.5666666666666667,0.2644322076787256,0.8359173865368047
229,9,Atezo,KIRC,LR,0.01,standardize,True,WM_Norm,12,0.6764705882352942,8,15,9,2,0.6666666666666667,0.23129549555070458,0.6534514810720253
230,0,Atezo,KIRC,LR,0.71,standardize,False,WM_Norm,12,0.7058823529411765,0,24,0,10,0.5625,0.20836240739533674,0.6426720551241314
231,1,Atezo,KIRC,LR,0.07,standardize,False,WM_Norm,12,0.7058823529411765,0,24,0,10,0.5583333333333333,0.19848663762581845,0.5734061311487021
232,2,Atezo,KIRC,LR,0.05,standardize,False,WM_Norm,12,0.7058823529411765,0,24,0,10,0.6416666666666666,0.19716324030057472,0.5732270206738672
233,3,Atezo,KIRC,LR,0.39,standardize,False,WM_Norm,12,0.5588235294117647,0,19,5,10,0.4666666666666667,0.24685182149657556,0.6852862541289003
234,4,Atezo,KIRC,LR,0.14,standardize,False,WM_Norm,12,0.6764705882352942,0,23,1,10,0.4291666666666667,0.223701851989481,0.6412572125718864
235,5,Atezo,KIRC,LR,0.01,standardize,False,WM_Norm,12,0.7058823529411765,0,24,0,10,0.6625000000000001,0.20020281318722052,0.5855360849124752
236,6,Atezo,KIRC,LR,0.87,standardize,False,WM_Norm,12,0.6764705882352942,1,22,2,9,0.5833333333333333,0.21558765231272267,0.6137304817774711
237,7,Atezo,KIRC,LR,0.87,standardize,False,WM_Norm,12,0.7058823529411765,0,24,0,10,0.6000000000000001,0.19963814045391817,0.5805578611693306
238,8,Atezo,KIRC,LR,0.81,standardize,False,WM_Norm,12,0.7352941176470589,2,23,1,8,0.6541666666666667,0.20245638379411715,0.6333445145505437
239,9,Atezo,KIRC,LR,0.98,standardize,False,WM_Norm,12,0.6764705882352942,0,23,1,10,0.6916666666666667,0.19231525303967195,0.5605678215976998
