,iter,drug,tissue,model,feature,acc,bal_acc,tp,tn,fp,fn,f1,av_prec,roc_auc,pr_auc
64,64,Atezo,BLCA,LR,auslander_LCC,0.6285714285714286,0.6339285714285714,9,35,21,5,0.4090909090909091,0.2813416112889246,0.5931122448979591,0.25323850285018246
65,65,Atezo,BLCA,LR,auslander_LCC,0.6857142857142857,0.6696428571428572,9,39,17,5,0.45,0.375643272483071,0.7436224489795918,0.3372513944085385
66,66,Atezo,BLCA,LR,auslander_LCC,0.6142857142857143,0.49107142857142855,4,39,17,10,0.22857142857142854,0.24731174154131066,0.4579081632653061,0.217648442350322
67,67,Atezo,BLCA,LR,auslander_LCC,0.6714285714285714,0.6607142857142858,9,38,18,5,0.43902439024390244,0.345575718549202,0.6900510204081632,0.31326334544397344
68,68,Atezo,BLCA,LR,auslander_LCC,0.6428571428571429,0.6696428571428572,10,35,21,4,0.4444444444444444,0.3579550531402854,0.6772959183673469,0.3245251508993775
69,69,Atezo,BLCA,LR,auslander_LCC,0.5857142857142857,0.5,5,36,20,9,0.25641025641025644,0.23344989473030775,0.5420918367346939,0.212062134289166
70,70,Atezo,BLCA,LR,auslander_LCC,0.6428571428571429,0.6428571428571429,9,36,20,5,0.4186046511627907,0.2759490031957132,0.6224489795918369,0.2526403441064968
71,71,Atezo,BLCA,LR,auslander_LCC,0.7428571428571429,0.6785714285714286,8,44,12,6,0.47058823529411764,0.4112246084218897,0.7321428571428572,0.37728006526489516
72,72,Atezo,BLCA,LR,auslander_LCC,0.5714285714285714,0.5982142857142858,9,31,25,5,0.37499999999999994,0.2877348506323347,0.6313775510204082,0.26154250903544396
73,73,Atezo,BLCA,LR,auslander_LCC,0.6142857142857143,0.5982142857142857,8,35,21,6,0.37209302325581395,0.24415197040003755,0.5433673469387755,0.22062639479075333
74,74,Atezo,BLCA,LR,auslander_LCC,0.7142857142857143,0.6339285714285714,7,43,13,7,0.4117647058823529,0.35582268338782463,0.7130102040816327,0.3179090161469409
75,75,Atezo,BLCA,LR,auslander_LCC,0.6,0.48214285714285715,4,38,18,10,0.2222222222222222,0.29522318896816524,0.5727040816326531,0.264110743707471
76,76,Atezo,BLCA,LR,auslander_LCC,0.7428571428571429,0.6517857142857143,7,45,11,7,0.43750000000000006,0.3047804185819953,0.625,0.2782093320070081
77,77,Atezo,BLCA,LR,auslander_LCC,0.5428571428571428,0.5,6,32,24,8,0.27272727272727276,0.2727473836754821,0.5293367346938775,0.24209500611840012
78,78,Atezo,BLCA,LR,auslander_LCC,0.6428571428571429,0.6160714285714286,8,37,19,6,0.3902439024390244,0.3054183161694948,0.6466836734693878,0.2744501146588233
79,79,Atezo,BLCA,LR,auslander_LCC,0.6714285714285714,0.5803571428571428,6,41,15,8,0.34285714285714286,0.28255407608442584,0.6466836734693877,0.25318115822191334
80,80,Atezo,BLCA,LR,auslander_LCC,0.6142857142857143,0.5446428571428571,6,37,19,8,0.30769230769230765,0.2696230674941171,0.5982142857142857,0.24422534333534662
81,81,Atezo,BLCA,LR,auslander_LCC,0.6571428571428571,0.6517857142857143,9,37,19,5,0.4285714285714286,0.3829701054632402,0.6198979591836735,0.36211370862502945
82,82,Atezo,BLCA,LR,auslander_LCC,0.6571428571428571,0.5982142857142857,7,39,17,7,0.3684210526315789,0.27964730951669203,0.5918367346938775,0.24478548611929452
83,83,Atezo,BLCA,LR,auslander_LCC,0.6,0.5892857142857142,8,34,22,6,0.36363636363636365,0.23497375479667285,0.5854591836734694,0.21317293824059932
84,84,Atezo,BLCA,LR,auslander_LCC,0.6,0.5357142857142857,6,36,20,8,0.3,0.22342165539217612,0.5267857142857142,0.20018022688149498
85,85,Atezo,BLCA,LR,auslander_LCC,0.6142857142857143,0.5178571428571429,5,38,18,9,0.27027027027027023,0.20521483658920364,0.5076530612244898,0.1889719653482716
86,86,Atezo,BLCA,LR,auslander_LCC,0.5571428571428572,0.5357142857142857,7,32,24,7,0.3111111111111111,0.4057086721883246,0.6224489795918368,0.3910258088727028
87,87,Atezo,BLCA,LR,auslander_LCC,0.5714285714285714,0.4107142857142857,2,38,18,12,0.11764705882352941,0.22549142727894267,0.4336734693877551,0.19302305844174897
88,88,Atezo,BLCA,LR,auslander_LCC,0.5714285714285714,0.5178571428571428,6,34,22,8,0.2857142857142857,0.28204067752477757,0.5637755102040817,0.24554921329136642
89,89,Atezo,BLCA,LR,auslander_LCC,0.5857142857142857,0.5,5,36,20,9,0.25641025641025644,0.2594325878722875,0.49872448979591844,0.22424437767153999
90,90,Atezo,BLCA,LR,auslander_LCC,0.5857142857142857,0.5803571428571428,8,33,23,6,0.35555555555555557,0.307921691549096,0.6364795918367346,0.2760974898587049
91,91,Atezo,BLCA,LR,auslander_LCC,0.5571428571428572,0.5357142857142857,7,32,24,7,0.3111111111111111,0.22006018204994482,0.5267857142857143,0.19998870509146086
92,92,Atezo,BLCA,LR,auslander_LCC,0.6,0.5089285714285714,5,37,19,9,0.2631578947368421,0.24859371948221642,0.47193877551020413,0.214267249741765
93,93,Atezo,BLCA,LR,auslander_LCC,0.6285714285714286,0.5803571428571428,7,37,19,7,0.35000000000000003,0.3503865913456466,0.6811224489795918,0.3228364560420152
94,94,Atezo,BLCA,LR,auslander_LCC,0.7142857142857143,0.6071428571428571,6,44,12,8,0.375,0.363367293631914,0.5943877551020408,0.3258612824839025
95,95,Atezo,BLCA,LR,auslander_LCC,0.6,0.5625,7,35,21,7,0.3333333333333333,0.24411939773360822,0.5739795918367347,0.21934755486001722
96,96,Atezo,BLCA,LR,auslander_LCC,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.26453638320751927,0.5905612244897959,0.24036202981563465
97,97,Atezo,BLCA,LR,auslander_LCC,0.6,0.5625,7,35,21,7,0.3333333333333333,0.22204899897231367,0.5484693877551021,0.20314143497441728
98,98,Atezo,BLCA,LR,auslander_LCC,0.5714285714285714,0.4375,3,37,19,11,0.16666666666666663,0.17875669175631798,0.4375,0.1634263326545329
99,99,Atezo,BLCA,LR,auslander_LCC,0.6571428571428571,0.625,8,38,18,6,0.4,0.3225608719097395,0.6670918367346939,0.2901853431617008
0,0,Atezo,BLCA,LR,auslander_wm,0.5,0.5267857142857143,8,27,29,6,0.3137254901960784,0.317367710228062,0.5676020408163266,0.2992240143944105
1,1,Atezo,BLCA,LR,auslander_wm,0.5714285714285714,0.5982142857142858,9,31,25,5,0.37499999999999994,0.24992649972503797,0.5714285714285714,0.22554937800364452
2,2,Atezo,BLCA,LR,auslander_wm,0.6,0.5625,7,35,21,7,0.3333333333333333,0.23269631425556112,0.5548469387755102,0.20699782448862242
3,3,Atezo,BLCA,LR,auslander_wm,0.4714285714285714,0.4285714285714286,5,28,28,9,0.21276595744680848,0.251609306553535,0.5012755102040816,0.21684452060591858
4,4,Atezo,BLCA,LR,auslander_wm,0.5,0.4732142857142857,6,29,27,8,0.2553191489361702,0.21707093805992062,0.48086734693877553,0.1868922795672865
5,5,Atezo,BLCA,LR,auslander_wm,0.6428571428571429,0.6428571428571429,9,36,20,5,0.4186046511627907,0.31058160707740856,0.6517857142857143,0.2744572201358884
6,6,Atezo,BLCA,LR,auslander_wm,0.6,0.6428571428571428,10,32,24,4,0.4166666666666667,0.32768636234107,0.6670918367346939,0.29819342981135927
7,7,Atezo,BLCA,LR,auslander_wm,0.5571428571428572,0.5625,8,31,25,6,0.3404255319148936,0.2651802008794806,0.6173469387755102,0.23894771474080775
8,8,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.4732142857142857,5,33,23,9,0.2380952380952381,0.22711096639936912,0.5165816326530612,0.2022704747243143
9,9,Atezo,BLCA,LR,auslander_wm,0.5714285714285714,0.5714285714285714,8,32,24,6,0.34782608695652173,0.32980916777458913,0.5918367346938775,0.3110135018744534
10,10,Atezo,BLCA,LR,auslander_wm,0.5142857142857142,0.4821428571428571,6,30,26,8,0.26086956521739124,0.19284243283238037,0.47576530612244894,0.17700536527659028
11,11,Atezo,BLCA,LR,auslander_wm,0.6,0.5357142857142857,6,36,20,8,0.3,0.2782627935145837,0.6352040816326531,0.24437448855816135
12,12,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5267857142857143,7,31,25,7,0.30434782608695654,0.3018372883565692,0.6211734693877551,0.26572602803646017
13,13,Atezo,BLCA,LR,auslander_wm,0.4857142857142857,0.4642857142857143,6,28,28,8,0.25,0.3132354840895213,0.5420918367346939,0.29463058291794475
14,14,Atezo,BLCA,LR,auslander_wm,0.6,0.5357142857142857,6,36,20,8,0.3,0.28828619457217664,0.6224489795918368,0.2599340328010375
15,15,Atezo,BLCA,LR,auslander_wm,0.4714285714285714,0.45535714285714285,6,27,29,8,0.24489795918367346,0.25377149473782623,0.5395408163265307,0.22869086471120034
16,16,Atezo,BLCA,LR,auslander_wm,0.6142857142857143,0.6785714285714286,11,32,24,3,0.44897959183673464,0.543491759892407,0.7806122448979591,0.5304918399584867
17,17,Atezo,BLCA,LR,auslander_wm,0.5714285714285714,0.5714285714285714,8,32,24,6,0.34782608695652173,0.36550361810189147,0.6096938775510204,0.3526497097947201
18,18,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.5178571428571428,7,30,26,7,0.2978723404255319,0.29277661922594833,0.5816326530612245,0.26182003656708225
19,19,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.4375,4,33,23,10,0.1951219512195122,0.2865462426471326,0.548469387755102,0.2707733382486266
20,20,Atezo,BLCA,LR,auslander_wm,0.5857142857142857,0.5535714285714286,7,34,22,7,0.32558139534883723,0.2720993316690046,0.5892857142857143,0.2417597167372567
21,21,Atezo,BLCA,LR,auslander_wm,0.6428571428571429,0.6696428571428572,10,35,21,4,0.4444444444444444,0.3663934331464307,0.6875,0.3480531588460807
22,22,Atezo,BLCA,LR,auslander_wm,0.5857142857142857,0.5,5,36,20,9,0.25641025641025644,0.2462848124069686,0.586734693877551,0.2194532780161605
23,23,Atezo,BLCA,LR,auslander_wm,0.6285714285714286,0.6607142857142857,10,34,22,4,0.43478260869565216,0.38660583555772743,0.715561224489796,0.3671163401676998
24,24,Atezo,BLCA,LR,auslander_wm,0.6,0.5892857142857142,8,34,22,6,0.36363636363636365,0.3329934893940819,0.6275510204081634,0.3141601487979714
25,25,Atezo,BLCA,LR,auslander_wm,0.6285714285714286,0.6071428571428572,8,36,20,6,0.38095238095238093,0.2513308073936896,0.5727040816326531,0.2253575262103424
26,26,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.5178571428571428,7,30,26,7,0.2978723404255319,0.3046705402884047,0.5943877551020408,0.2881435566713726
27,27,Atezo,BLCA,LR,auslander_wm,0.42857142857142855,0.375,4,26,30,10,0.16666666666666666,0.3235133776042073,0.44897959183673475,0.3122923173721246
28,28,Atezo,BLCA,LR,auslander_wm,0.6,0.6428571428571428,10,32,24,4,0.4166666666666667,0.4003414269699388,0.6645408163265306,0.38631824370142687
29,29,Atezo,BLCA,LR,auslander_wm,0.6285714285714286,0.6875,11,33,23,3,0.45833333333333326,0.44769592663509866,0.7385204081632654,0.4082740609583894
30,30,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.5714285714285714,9,28,28,5,0.35294117647058826,0.3323973960700157,0.6275510204081632,0.2993758824440173
31,31,Atezo,BLCA,LR,auslander_wm,0.5857142857142857,0.5267857142857143,6,35,21,8,0.29268292682926833,0.37132963177363776,0.6415816326530612,0.3510018308632097
32,32,Atezo,BLCA,LR,auslander_wm,0.6428571428571429,0.6696428571428572,10,35,21,4,0.4444444444444444,0.4471646248397674,0.7270408163265306,0.4258568038015179
33,33,Atezo,BLCA,LR,auslander_wm,0.5,0.4732142857142857,6,29,27,8,0.2553191489361702,0.2105585276164658,0.4961734693877551,0.18770657502537216
34,34,Atezo,BLCA,LR,auslander_wm,0.5857142857142857,0.44642857142857145,3,38,18,11,0.17142857142857143,0.2155069854592664,0.5382653061224489,0.19707147282564533
35,35,Atezo,BLCA,LR,auslander_wm,0.6428571428571429,0.6696428571428572,10,35,21,4,0.4444444444444444,0.36514749558763265,0.7244897959183674,0.3355154307083253
36,36,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.6071428571428572,10,28,28,4,0.3846153846153846,0.33856301821223317,0.6454081632653061,0.30038176392246146
37,37,Atezo,BLCA,LR,auslander_wm,0.6142857142857143,0.5982142857142857,8,35,21,6,0.37209302325581395,0.266650107450713,0.6301020408163265,0.24263595174423774
38,38,Atezo,BLCA,LR,auslander_wm,0.6285714285714286,0.6071428571428572,8,36,20,6,0.38095238095238093,0.3199541832543294,0.5752551020408163,0.2821595300206872
39,39,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5,6,32,24,8,0.27272727272727276,0.20698760972971253,0.5153061224489797,0.18976594924036944
40,40,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.6071428571428572,10,28,28,4,0.3846153846153846,0.41361720156193593,0.6875,0.3931764258627677
41,41,Atezo,BLCA,LR,auslander_wm,0.5857142857142857,0.6339285714285714,10,31,25,4,0.40816326530612246,0.3324827579275636,0.7002551020408163,0.30384330809269017
42,42,Atezo,BLCA,LR,auslander_wm,0.5714285714285714,0.5446428571428572,7,33,23,7,0.3181818181818182,0.26285965969111247,0.5854591836734694,0.23378151959328397
43,43,Atezo,BLCA,LR,auslander_wm,0.5142857142857142,0.5625,9,27,29,5,0.34615384615384615,0.3148088895273587,0.6198979591836735,0.27724822646090935
44,44,Atezo,BLCA,LR,auslander_wm,0.5571428571428572,0.4821428571428571,5,34,22,9,0.24390243902439024,0.2769943923881305,0.5408163265306123,0.2627540100682828
45,45,Atezo,BLCA,LR,auslander_wm,0.5857142857142857,0.5267857142857143,6,35,21,8,0.29268292682926833,0.2885133715102566,0.5676020408163265,0.273324029618849
46,46,Atezo,BLCA,LR,auslander_wm,0.6,0.4285714285714286,2,40,16,12,0.125,0.29255241801630827,0.548469387755102,0.2762679264480209
47,47,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.4732142857142857,5,33,23,9,0.2380952380952381,0.19708056939444307,0.46811224489795916,0.1761423908092404
48,48,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5267857142857143,7,31,25,7,0.30434782608695654,0.21318109247203887,0.5446428571428571,0.1958703917814503
49,49,Atezo,BLCA,LR,auslander_wm,0.5571428571428572,0.5892857142857143,9,30,26,5,0.36734693877551017,0.31999548590744,0.6301020408163265,0.28252353528240776
50,50,Atezo,BLCA,LR,auslander_wm,0.6142857142857143,0.5714285714285714,7,36,20,7,0.3414634146341463,0.31750434412541995,0.6301020408163265,0.30105149237959394
51,51,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.5178571428571428,7,30,26,7,0.2978723404255319,0.32660357336938495,0.5956632653061225,0.3077553232443906
52,52,Atezo,BLCA,LR,auslander_wm,0.5571428571428572,0.5625,8,31,25,6,0.3404255319148936,0.2891029777140553,0.6045918367346939,0.2611513281542288
53,53,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.4910714285714286,6,31,25,8,0.26666666666666666,0.28093646740600314,0.5178571428571428,0.2649599189438056
54,54,Atezo,BLCA,LR,auslander_wm,0.4714285714285714,0.48214285714285715,7,26,30,7,0.2745098039215686,0.3410417762082375,0.5242346938775511,0.3287773436718271
55,55,Atezo,BLCA,LR,auslander_wm,0.5142857142857142,0.5625,9,27,29,5,0.34615384615384615,0.2706180291436232,0.5727040816326531,0.24028152489213606
56,56,Atezo,BLCA,LR,auslander_wm,0.5571428571428572,0.4821428571428571,5,34,22,9,0.24390243902439024,0.2624054104185395,0.6326530612244898,0.24027175736324544
57,57,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5267857142857143,7,31,25,7,0.30434782608695654,0.3320973930069332,0.6224489795918368,0.3138807872723831
58,58,Atezo,BLCA,LR,auslander_wm,0.5571428571428572,0.5625,8,31,25,6,0.3404255319148936,0.2693380754353346,0.6122448979591837,0.24011031490037044
59,59,Atezo,BLCA,LR,auslander_wm,0.6285714285714286,0.6071428571428572,8,36,20,6,0.38095238095238093,0.3140195908241021,0.6505102040816326,0.2778008706314896
60,60,Atezo,BLCA,LR,auslander_wm,0.5571428571428572,0.5892857142857143,9,30,26,5,0.36734693877551017,0.27271406538323834,0.6313775510204082,0.2473426998288785
61,61,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5535714285714286,8,30,26,6,0.3333333333333333,0.28293650557738137,0.586734693877551,0.2471361976672682
62,62,Atezo,BLCA,LR,auslander_wm,0.5571428571428572,0.5892857142857143,9,30,26,5,0.36734693877551017,0.2502295773713572,0.5637755102040816,0.22285837993265906
63,63,Atezo,BLCA,LR,auslander_wm,0.6428571428571429,0.6428571428571429,9,36,20,5,0.4186046511627907,0.34890775449852524,0.6887755102040816,0.31062370950961077
64,64,Atezo,BLCA,LR,auslander_wm,0.6,0.5892857142857142,8,34,22,6,0.36363636363636365,0.44324837362270175,0.6135204081632653,0.43186630609015453
65,65,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5535714285714286,8,30,26,6,0.3333333333333333,0.37201907057059647,0.5548469387755102,0.35993035759385816
66,66,Atezo,BLCA,LR,auslander_wm,0.6,0.5089285714285714,5,37,19,9,0.2631578947368421,0.3346724213789135,0.5714285714285714,0.3152083352732338
67,67,Atezo,BLCA,LR,auslander_wm,0.5714285714285714,0.5178571428571428,6,34,22,8,0.2857142857142857,0.38401405575377223,0.6007653061224489,0.3703438154820431
68,68,Atezo,BLCA,LR,auslander_wm,0.6,0.5089285714285714,5,37,19,9,0.2631578947368421,0.24625678476887422,0.5076530612244897,0.21694489736130862
69,69,Atezo,BLCA,LR,auslander_wm,0.5857142857142857,0.6071428571428572,9,32,24,5,0.3829787234042553,0.28853427252694364,0.6313775510204083,0.26033377843758293
70,70,Atezo,BLCA,LR,auslander_wm,0.6,0.5892857142857142,8,34,22,6,0.36363636363636365,0.2626703668564234,0.6084183673469388,0.2349180953892308
71,71,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5803571428571429,9,29,27,5,0.36,0.24474666305743095,0.5816326530612245,0.21812666324740554
72,72,Atezo,BLCA,LR,auslander_wm,0.6142857142857143,0.5982142857142857,8,35,21,6,0.37209302325581395,0.2731565659653926,0.6147959183673468,0.24584419681264408
73,73,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5535714285714286,8,30,26,6,0.3333333333333333,0.3040214165151959,0.6084183673469388,0.2671452060647728
74,74,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.4910714285714286,6,31,25,8,0.26666666666666666,0.2307649564963934,0.5114795918367347,0.1989914223358175
75,75,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5,6,32,24,8,0.27272727272727276,0.23570670716786693,0.5727040816326531,0.2100736995001225
76,76,Atezo,BLCA,LR,auslander_wm,0.5428571428571428,0.5803571428571429,9,29,27,5,0.36,0.24456182433704798,0.5599489795918368,0.22268717462252302
77,77,Atezo,BLCA,LR,auslander_wm,0.6142857142857143,0.5982142857142857,8,35,21,6,0.37209302325581395,0.26102944908820486,0.6352040816326531,0.2399877644061899
78,78,Atezo,BLCA,LR,auslander_wm,0.5142857142857142,0.4017857142857143,3,33,23,11,0.15,0.19437439482463242,0.44642857142857145,0.17121955081497037
79,79,Atezo,BLCA,LR,auslander_wm,0.5714285714285714,0.4910714285714286,5,35,21,9,0.25,0.214855402014403,0.5306122448979592,0.19424718043112835
80,80,Atezo,BLCA,LR,auslander_wm,0.5714285714285714,0.5982142857142858,9,31,25,5,0.37499999999999994,0.2758849313951355,0.6262755102040817,0.2518547965338121
81,81,Atezo,BLCA,LR,auslander_wm,0.5714285714285714,0.5714285714285714,8,32,24,6,0.34782608695652173,0.27783835003178703,0.5982142857142857,0.24796912177699731
82,82,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.5714285714285714,9,28,28,5,0.35294117647058826,0.20502240161380186,0.5140306122448979,0.18746461124170982
83,83,Atezo,BLCA,LR,auslander_wm,0.6,0.48214285714285715,4,38,18,10,0.2222222222222222,0.24924877102068305,0.5650510204081632,0.21708064442946595
84,84,Atezo,BLCA,LR,auslander_wm,0.4714285714285714,0.5089285714285714,8,25,31,6,0.3018867924528302,0.2750017063938016,0.5943877551020409,0.2506484236178738
85,85,Atezo,BLCA,LR,auslander_wm,0.4714285714285714,0.4017857142857143,4,29,27,10,0.17777777777777778,0.20797118502135586,0.5114795918367347,0.18812248124365713
86,86,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.4107142857142857,3,34,22,11,0.15384615384615383,0.1908514914634304,0.45153061224489793,0.1725514595115637
87,87,Atezo,BLCA,LR,auslander_wm,0.4857142857142857,0.5446428571428572,9,25,31,5,0.33333333333333337,0.26485905115218766,0.5867346938775511,0.23544084706389667
88,88,Atezo,BLCA,LR,auslander_wm,0.6428571428571429,0.5357142857142857,5,40,16,9,0.2857142857142857,0.3238645402298077,0.6288265306122449,0.30599206330124984
89,89,Atezo,BLCA,LR,auslander_wm,0.4857142857142857,0.5714285714285714,10,24,32,4,0.35714285714285715,0.32546937535289955,0.6007653061224489,0.3070528038668112
90,90,Atezo,BLCA,LR,auslander_wm,0.6142857142857143,0.5982142857142857,8,35,21,6,0.37209302325581395,0.29172544556627694,0.6033163265306123,0.2636875774120991
91,91,Atezo,BLCA,LR,auslander_wm,0.6142857142857143,0.6517857142857143,10,33,23,4,0.42553191489361697,0.3298294528108192,0.6696428571428572,0.297216195873914
92,92,Atezo,BLCA,LR,auslander_wm,0.6285714285714286,0.6607142857142857,10,34,22,4,0.43478260869565216,0.4073925543195701,0.6938775510204083,0.38641343292802244
93,93,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.4642857142857143,5,32,24,9,0.23255813953488377,0.23821004030809917,0.49744897959183676,0.20523996086271298
94,94,Atezo,BLCA,LR,auslander_wm,0.5571428571428572,0.5892857142857143,9,30,26,5,0.36734693877551017,0.2621478593693286,0.6096938775510204,0.23775901972887353
95,95,Atezo,BLCA,LR,auslander_wm,0.5142857142857142,0.4553571428571429,5,31,25,9,0.22727272727272724,0.21858253068339226,0.4948979591836735,0.19244419543840496
96,96,Atezo,BLCA,LR,auslander_wm,0.6,0.5892857142857142,8,34,22,6,0.36363636363636365,0.29891832363702975,0.6543367346938775,0.26358601318060104
97,97,Atezo,BLCA,LR,auslander_wm,0.5285714285714286,0.4375,4,33,23,10,0.1951219512195122,0.29057722677750064,0.5216836734693877,0.27371239202415065
98,98,Atezo,BLCA,LR,auslander_wm,0.5857142857142857,0.5267857142857143,6,35,21,8,0.29268292682926833,0.2652436272497063,0.6084183673469388,0.23223101267772314
99,99,Atezo,BLCA,LR,auslander_wm,0.5714285714285714,0.5714285714285714,8,32,24,6,0.34782608695652173,0.286769333468722,0.6275510204081632,0.2520134556093851
0,0,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.3852827975719765,0.7079081632653061,0.34556246934179435
1,1,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.36464884560987354,0.6339285714285714,0.32554464176470915
2,2,Atezo,BLCA,LR,PD-L1_common,0.7,0.5446428571428572,4,45,11,10,0.2758620689655172,0.2515492602614483,0.5586734693877551,0.22670921435990657
3,3,Atezo,BLCA,LR,PD-L1_common,0.5714285714285714,0.4910714285714286,5,35,21,9,0.25,0.2640134621449213,0.5663265306122449,0.23426004464718353
4,4,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.5892857142857143,6,42,14,8,0.3529411764705882,0.3410222471089682,0.6301020408163265,0.30857870405215143
5,5,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.6607142857142857,8,42,14,6,0.4444444444444444,0.3271247743255127,0.715561224489796,0.29156338796762177
6,6,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6964285714285714,9,42,14,5,0.4864864864864865,0.3669250368344031,0.7053571428571428,0.3389218282500054
7,7,Atezo,BLCA,LR,PD-L1_common,0.7428571428571429,0.6517857142857143,7,45,11,7,0.43750000000000006,0.33161372061777294,0.6352040816326531,0.2987016697658791
8,8,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.5089285714285714,3,45,11,11,0.21428571428571427,0.32396300731711736,0.5650510204081632,0.3051043121593261
9,9,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6696428571428572,8,43,13,6,0.4571428571428571,0.43685534986555397,0.7448979591836735,0.4030209978204348
10,10,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6160714285714286,6,45,11,8,0.3870967741935484,0.28124702490003467,0.6135204081632654,0.2544139878609803
11,11,Atezo,BLCA,LR,PD-L1_common,0.6428571428571429,0.5625,6,39,17,8,0.3243243243243243,0.2457806497310245,0.5841836734693877,0.22253917917695246
12,12,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.5625,5,43,13,9,0.31250000000000006,0.35675728571981297,0.7104591836734694,0.3182231134774807
13,13,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.5803571428571429,5,45,11,9,0.3333333333333333,0.2991206774591868,0.6543367346938775,0.26917903163849916
14,14,Atezo,BLCA,LR,PD-L1_common,0.6571428571428571,0.5446428571428571,5,41,15,9,0.2941176470588235,0.2324405862520836,0.524234693877551,0.20542159084509348
15,15,Atezo,BLCA,LR,PD-L1_common,0.6714285714285714,0.5535714285714286,5,42,14,9,0.30303030303030304,0.3163156044049781,0.600765306122449,0.27885044410949394
16,16,Atezo,BLCA,LR,PD-L1_common,0.8,0.6339285714285714,5,51,5,9,0.41666666666666663,0.3761739321317724,0.715561224489796,0.34249189609814285
17,17,Atezo,BLCA,LR,PD-L1_common,0.7428571428571429,0.6785714285714286,8,44,12,6,0.47058823529411764,0.3202940310346784,0.7206632653061225,0.29395446067890796
18,18,Atezo,BLCA,LR,PD-L1_common,0.6285714285714286,0.5803571428571428,7,37,19,7,0.35000000000000003,0.3116584277891855,0.6441326530612246,0.2751499172842326
19,19,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.6428571428571428,8,40,16,6,0.4210526315789474,0.3180887031904281,0.7130102040816326,0.2903614341495415
20,20,Atezo,BLCA,LR,PD-L1_common,0.7,0.6517857142857142,8,41,15,6,0.4324324324324324,0.3372932097784784,0.6785714285714286,0.31003370468446106
21,21,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.6428571428571428,8,40,16,6,0.4210526315789474,0.2978095978143804,0.6313775510204082,0.2721831307628878
22,22,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.5357142857142857,4,44,12,10,0.26666666666666666,0.30851018295482474,0.5969387755102041,0.2708818788565282
23,23,Atezo,BLCA,LR,PD-L1_common,0.7285714285714285,0.6428571428571428,7,44,12,7,0.4242424242424242,0.5673016388256784,0.7448979591836735,0.5576987665586124
24,24,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.2807649775876377,0.6581632653061225,0.2600340732876258
25,25,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.6160714285714286,7,41,15,7,0.3888888888888889,0.43181257511512494,0.7525510204081632,0.41030934410227426
26,26,Atezo,BLCA,LR,PD-L1_common,0.6857142857142857,0.6964285714285714,10,38,18,4,0.4761904761904762,0.41408569923099886,0.725765306122449,0.3833961034676476
27,27,Atezo,BLCA,LR,PD-L1_common,0.7142857142857143,0.6339285714285714,7,43,13,7,0.4117647058823529,0.3619811538436939,0.6237244897959184,0.32934875926855284
28,28,Atezo,BLCA,LR,PD-L1_common,0.6714285714285714,0.5,3,44,12,11,0.20689655172413796,0.232902069818346,0.5420918367346939,0.20981951584380573
