"","Gene","Ranksum","Rankcount","thresh","thresh.val","total.iter"
"1135","SLC7A13",183,1,"strict",0.005,200
"1136","CXCR1",842,6,"strict",0.005,200
"1137","ARX",2752,34,"strict",0.005,200
"1138","SLC1A2",2037,19,"strict",0.005,200
"1139","TNNI2",5469,77,"strict",0.005,200
"1140","TNNC2",4082,177,"strict",0.005,200
"1141","HAVCR2",2495,26,"strict",0.005,200
"1142","HBEGF",792,7,"strict",0.005,200
"1143","SERPINB4",10199,173,"strict",0.005,200
"1144","DSC3",7893,134,"strict",0.005,200
"1145","IL6",468,8,"strict",0.005,200
"1146","FOS",135,2,"strict",0.005,200
"1147","DUOX1",335,3,"strict",0.005,200
"1148","ADH4",6050,146,"strict",0.005,200
"1149","MYCBP2",221,1,"strict",0.005,200
"1150","RELN",548,4,"strict",0.005,200
"1151","MFSD2B",226,1,"medium",0.01,200
"1152","SLAMF6",7977,62,"medium",0.01,200
"1153","SELENBP1",517,2,"medium",0.01,200
"1154","ASTN1",3029,21,"medium",0.01,200
"1155","C16orf54",551,2,"medium",0.01,200
"1156","CYP2C9",2269,20,"medium",0.01,200
"1157","SLITRK6",125,1,"medium",0.01,200
"1158","STAB2",406,2,"medium",0.01,200
"1159","CYP39A1",2707,17,"medium",0.01,200
"1160","CAMLG",241,1,"medium",0.01,200
"1161","GKN1",442,2,"medium",0.01,200
"1162","UNC93A",166,2,"medium",0.01,200
"1163","CHST2",759,4,"medium",0.01,200
"1164","ATP1A3",528,5,"medium",0.01,200
"1165","BCL2L1",193,1,"medium",0.01,200
"1166","SERPINA10",5849,106,"medium",0.01,200
"1167","FSD1",2788,27,"medium",0.01,200
"1168","BPIFB1",6511,168,"medium",0.01,200
"1169","XIRP2",4779,184,"medium",0.01,200
"1170","MYH13",3756,46,"medium",0.01,200
"1171","ROS1",46,1,"medium",0.01,200
"1172","SH2D1A",1711,8,"medium",0.01,200
"1173","PRAMEF25",722,4,"medium",0.01,200
"1174","ERVMER34-1",153,1,"medium",0.01,200
"1175","UPK1A",740,6,"medium",0.01,200
"1176","CFTR",244,1,"medium",0.01,200
"1177","FAM78B",839,7,"medium",0.01,200
"1178","OASL",744,3,"medium",0.01,200
"1179","RTL1",198,1,"medium",0.01,200
"1180","FLNC",2791,38,"medium",0.01,200
"1181","COL5A3",1857,13,"medium",0.01,200
"1182","ASB14",2002,11,"medium",0.01,200
"1183","COL2A1",8731,80,"medium",0.01,200
"1184","AUNIP",205,1,"medium",0.01,200
"1185","BDKRB2",1331,12,"medium",0.01,200
"1186","CASR",185,1,"medium",0.01,200
"1187","ANKRD24",151,1,"medium",0.01,200
"1188","CFHR5",3028,18,"medium",0.01,200
"1189","CHRNA4",205,1,"medium",0.01,200
"1190","MYH1",3440,182,"medium",0.01,200
"1191","AATK",272,1,"medium",0.01,200
"1192","JPH1",435,3,"medium",0.01,200
"1193","C12orf56",159,1,"medium",0.01,200
"1194","TRPM1",5051,50,"medium",0.01,200
"1195","ESRRB",191,1,"medium",0.01,200
"1196","HTR6",2024,24,"medium",0.01,200
"1197","MSLN",153,2,"medium",0.01,200
"1198","CALCOCO2",4805,38,"medium",0.01,200
"1199","TCN1",571,14,"medium",0.01,200
"1200","BATF",671,3,"medium",0.01,200
"1201","UMPS",449,3,"medium",0.01,200
"1202","CRY1",2021,14,"medium",0.01,200
"1203","CYP2C19",2800,22,"medium",0.01,200
"1204","KRT31",301,1,"medium",0.01,200
"1205","KCNN2",317,2,"medium",0.01,200
"1206","GATA4",1911,14,"medium",0.01,200
"1207","SFTA2",639,7,"medium",0.01,200
"1208","STEAP1B",664,6,"medium",0.01,200
"1209","HPX",9770,118,"medium",0.01,200
"1210","GPR137C",1150,7,"medium",0.01,200
"1211","PDCD1",944,5,"medium",0.01,200
"1212","GFAP",621,4,"medium",0.01,200
"1213","CCL13",403,4,"medium",0.01,200
"1214","KRT34",788,6,"medium",0.01,200
"1215","SCAI",235,1,"medium",0.01,200
"1216","SLC7A2",477,2,"medium",0.01,200
"1217","GALNT9",116,1,"medium",0.01,200
"1218","PYHIN1",7357,52,"medium",0.01,200
"1219","ST6GALNAC2",151,1,"medium",0.01,200
"1220","HBG1",869,5,"medium",0.01,200
"1221","C16orf89",185,1,"medium",0.01,200
"1222","GLT1D1",654,4,"medium",0.01,200
"1223","COL6A1",126,1,"medium",0.01,200
"1224","CSF3",2494,16,"medium",0.01,200
"1225","LRP6",507,2,"medium",0.01,200
"1226","NRK",174,2,"medium",0.01,200
"1227","CELSR3",135,1,"medium",0.01,200
"1228","PROCR",3708,39,"medium",0.01,200
"1229","POU4F1",856,7,"medium",0.01,200
"1230","FGA",1659,19,"medium",0.01,200
"1231","DUSP9",134,1,"medium",0.01,200
"1232","CRYAA2",360,2,"medium",0.01,200
"1233","PTPRT",9908,101,"medium",0.01,200
"1234","HSPB3",8081,61,"medium",0.01,200
"1235","DNAH17",733,5,"medium",0.01,200
"1236","KCNS1",624,5,"medium",0.01,200
"1237","CXCL17",1306,12,"medium",0.01,200
"1238","TRPV6",1039,5,"medium",0.01,200
"1239","APOA1",6725,160,"medium",0.01,200
"1240","CSTB",1031,6,"medium",0.01,200
"1241","KCNJ10",790,4,"medium",0.01,200
"1242","SYTL1",121,1,"medium",0.01,200
"1243","CHST1",1291,8,"medium",0.01,200
"1244","MS4A15",3000,23,"medium",0.01,200
"1245","DLK1",10629,102,"medium",0.01,200
"1246","DAZ4",293,1,"medium",0.01,200
"1247","NFE2",271,1,"medium",0.01,200
"1248","MMP1",4054,177,"medium",0.01,200
"1249","TRIM54",3330,30,"medium",0.01,200
"1250","MROH9",1449,10,"medium",0.01,200
"1251","MYH6",2921,22,"medium",0.01,200
"1252","SNX15",169,1,"medium",0.01,200
"1253","ZNF334",106,1,"medium",0.01,200
"1254","OR1G1",284,1,"medium",0.01,200
"1255","MKRN2OS",398,2,"medium",0.01,200
"1256","LILRA5",226,1,"medium",0.01,200
"1257","PDCD1LG2",232,1,"medium",0.01,200
"1258","CXCL6",204,2,"medium",0.01,200
"1259","NLRC3",2326,15,"medium",0.01,200
"1260","CYSLTR2",134,2,"medium",0.01,200
"1261","MMP13",4156,52,"medium",0.01,200
"1262","TRAF5",273,2,"medium",0.01,200
"1263","UGT1A4",568,3,"medium",0.01,200
"1264","JAKMIP1",566,3,"medium",0.01,200
"1265","EBF2",68,1,"medium",0.01,200
"1266","SLC46A2",944,9,"medium",0.01,200
"1267","NEB",142,1,"medium",0.01,200
"1268","NMNAT2",276,3,"medium",0.01,200
"1269","PEBP4",3158,27,"medium",0.01,200
"1270","HCAR1",342,2,"medium",0.01,200
"1271","CD8B",2088,10,"medium",0.01,200
"1272","HSPB7",4642,33,"medium",0.01,200
"1273","SLC6A19",42,1,"medium",0.01,200
"1274","PRSS1",4735,49,"medium",0.01,200
"1275","ABCD2",2598,13,"medium",0.01,200
"1276","CLCN4",181,1,"medium",0.01,200
"1277","APOBEC3G",1224,6,"medium",0.01,200
"1278","ALDOB",2229,23,"medium",0.01,200
"1279","CEACAM6",3702,50,"medium",0.01,200
"1280","PTGES3L",4395,31,"medium",0.01,200
"1281","RFLNB",999,6,"medium",0.01,200
"1282","KLHL38",6897,46,"medium",0.01,200
"1283","ARRDC5",8536,72,"medium",0.01,200
"1284","CACNG5",528,5,"medium",0.01,200
"1285","SLC34A1",2019,31,"medium",0.01,200
"1286","KRT23",9938,158,"medium",0.01,200
"1287","S100A12",2974,22,"medium",0.01,200
"1288","SYTL3",2198,15,"medium",0.01,200
"1289","AGBL1",3798,36,"medium",0.01,200
"1290","SLC26A8",166,1,"medium",0.01,200
"1291","TAP1",251,1,"medium",0.01,200
"1292","LRRN3",3508,21,"medium",0.01,200
"1293","ITIH1",4471,50,"medium",0.01,200
"1294","CHRNG",3874,35,"medium",0.01,200
"1295","CDH7",1467,10,"medium",0.01,200
"1296","COL6A5",3168,30,"medium",0.01,200
"1297","FXYD4",44,1,"medium",0.01,200
"1298","UGT1A7",2041,15,"medium",0.01,200
"1299","HAND2",9687,191,"medium",0.01,200
"1300","MYLK2",1873,10,"medium",0.01,200
"1301","VWA3A",613,4,"medium",0.01,200
"1302","XCL1",4112,26,"medium",0.01,200
"1303","NECTIN1",1814,13,"medium",0.01,200
"1304","ANGPTL3",378,4,"medium",0.01,200
"1305","KIRREL3",182,2,"medium",0.01,200
"1306","ATP8B1",983,5,"medium",0.01,200
"1307","SLAMF8",760,4,"medium",0.01,200
"1308","NQO1",2639,21,"medium",0.01,200
"1309","MAK",3666,21,"medium",0.01,200
"1310","CLCN1",2481,13,"medium",0.01,200
"1311","KCNJ1",967,12,"medium",0.01,200
"1312","SULT2A1",2527,21,"medium",0.01,200
"1313","EGR1",5550,48,"medium",0.01,200
"1314","CNTRL",169,1,"medium",0.01,200
"1315","AKR1C2",5087,43,"medium",0.01,200
"1316","PSCA",424,4,"medium",0.01,200
"1317","CSMD3",2132,28,"medium",0.01,200
"1318","ITLN2",236,1,"medium",0.01,200
"1319","CHI3L1",1918,19,"medium",0.01,200
"1320","SERPIND1",8500,85,"medium",0.01,200
"1321","C1orf158",400,2,"medium",0.01,200
"1322","LRRN4CL",530,3,"medium",0.01,200
"1323","TMC3",2232,24,"medium",0.01,200
"1324","GC",4630,44,"medium",0.01,200
"1325","SLC38A3",1554,11,"medium",0.01,200
"1326","ARHGAP9",320,1,"medium",0.01,200
"1327","CCDC17",764,3,"medium",0.01,200
"1328","C8B",9864,114,"medium",0.01,200
"1329","TNS4",718,4,"medium",0.01,200
"1330","CLSTN2",645,5,"medium",0.01,200
"1331","FABP5",602,3,"medium",0.01,200
"1332","DCAF13",259,1,"medium",0.01,200
"1333","THAP12",1520,8,"medium",0.01,200
"1334","DEF6",300,1,"medium",0.01,200
"1335","POU2AF1",1171,8,"medium",0.01,200
"1336","LY6K",1716,13,"medium",0.01,200
"1337","NOG",116,1,"medium",0.01,200
"1338","DIO1",243,2,"medium",0.01,200
"1339","KIR2DL4",2401,12,"medium",0.01,200
"1340","CALN1",144,1,"medium",0.01,200
"1341","IGF2",494,4,"medium",0.01,200
"1342","SCN4A",266,2,"medium",0.01,200
"1343","SFTPB",1578,30,"medium",0.01,200
"1344","LAG3",380,2,"medium",0.01,200
"1345","CCR3",341,2,"medium",0.01,200
"1346","HCAR3",7393,106,"medium",0.01,200
"1347","IGKV1-33",450,5,"medium",0.01,200
"1348","CTSW",802,4,"medium",0.01,200
"1349","CES1",1574,11,"medium",0.01,200
"1350","DCLK3",689,4,"medium",0.01,200
"1351","UGT1A9",264,2,"medium",0.01,200
"1352","BEND6",160,1,"medium",0.01,200
"1353","C4BPA",4867,46,"medium",0.01,200
"1354","IGKV2D-29",246,2,"medium",0.01,200
"1355","SH3GL2",131,1,"medium",0.01,200
"1356","CFAP74",91,1,"medium",0.01,200
"1357","CEMIP",1932,11,"medium",0.01,200
"1358","TYRP1",385,3,"medium",0.01,200
"1359","PTPRR",4549,38,"medium",0.01,200
"1360","CYP2B6",880,5,"medium",0.01,200
"1361","PLIN5",147,1,"medium",0.01,200
"1362","DSC1",3819,23,"medium",0.01,200
"1363","CACNA2D2",6301,59,"medium",0.01,200
"1364","TENT5C",472,2,"medium",0.01,200
"1365","SYT7",587,4,"medium",0.01,200
"1366","APOC3",9858,94,"medium",0.01,200
"1367","TPO",644,8,"medium",0.01,200
"1368","DNAH3",9265,94,"medium",0.01,200
"1369","SEPTIN1",4818,32,"medium",0.01,200
"1370","DDX60",319,1,"medium",0.01,200
"1371","SLC13A4",250,1,"medium",0.01,200
"1372","ONECUT1",160,1,"medium",0.01,200
"1373","PARP15",329,3,"medium",0.01,200
"1374","CASQ2",733,4,"medium",0.01,200
"1375","AREG",285,1,"medium",0.01,200
"1376","HCN1",127,1,"medium",0.01,200
"1377","CPS1",2776,19,"medium",0.01,200
"1378","CFAP157",3883,30,"medium",0.01,200
"1379","BST2",332,2,"medium",0.01,200
"1380","DENND2C",1890,11,"medium",0.01,200
"1381","ATP6V1B1",78,1,"medium",0.01,200
"1382","XG",1734,11,"medium",0.01,200
"1383","UMODL1",1992,12,"medium",0.01,200
"1384","UGT2B10",8218,57,"medium",0.01,200
"1385","C4B",293,2,"medium",0.01,200
"1386","ZRANB3",531,3,"medium",0.01,200
"1387","ST8SIA3",525,2,"medium",0.01,200
"1388","SLC25A33",134,1,"medium",0.01,200
"1389","CFHR2",4709,32,"medium",0.01,200
"1390","MAP4K1",1297,7,"medium",0.01,200
"1391","DHCR24",1135,6,"medium",0.01,200
"1392","IGHD",283,2,"medium",0.01,200
"1393","AADAC",6824,74,"medium",0.01,200
"1394","WNT11",307,2,"medium",0.01,200
"1395","FBXO40",10156,83,"medium",0.01,200
"1396","AKR1B15",13295,150,"medium",0.01,200
"1397","MMP3",1798,14,"medium",0.01,200
"1398","MS4A8",90,1,"medium",0.01,200
"1399","CARMIL2",1251,6,"medium",0.01,200
"1400","ANXA2R",2152,19,"medium",0.01,200
"1401","POTEF",2002,24,"medium",0.01,200
"1402","MEDAG",240,1,"medium",0.01,200
"1403","SLC47A2",168,1,"medium",0.01,200
"1404","SNCA",545,4,"medium",0.01,200
"1405","THRSP",2121,13,"medium",0.01,200
"1406","LCN2",4811,52,"medium",0.01,200
"1407","LHX8",921,5,"medium",0.01,200
"1408","MYH7",2252,198,"medium",0.01,200
"1409","CACNA1B",503,3,"medium",0.01,200
"1410","TMED7-TICAM2",450,3,"medium",0.01,200
"1411","ATP2B3",388,3,"medium",0.01,200
"1412","CCNJ",187,1,"medium",0.01,200
"1413","LOX",1090,8,"medium",0.01,200
"1414","GRM8",336,3,"medium",0.01,200
"1415","CD7",3736,21,"medium",0.01,200
"1416","TBX20",1992,15,"medium",0.01,200
"1417","TBC1D3K",4855,49,"medium",0.01,200
"1418","IGSF10",5120,51,"medium",0.01,200
"1419","LYRM2",425,3,"medium",0.01,200
"1420","MEX3A",810,5,"medium",0.01,200
"1421","DDX43",357,2,"medium",0.01,200
"1422","GATA1",337,2,"medium",0.01,200
"1423","PENK",981,6,"medium",0.01,200
"1424","IFIT1",460,3,"medium",0.01,200
"1425","PPP1R15A",175,2,"medium",0.01,200
"1426","PCSK2",578,4,"medium",0.01,200
"1427","SGCG",419,2,"medium",0.01,200
"1428","MB",5722,178,"medium",0.01,200
"1429","PROX2",456,2,"medium",0.01,200
"1430","FOSL1",152,1,"medium",0.01,200
"1431","CRABP2",6485,60,"medium",0.01,200
"1432","FABP1",3085,44,"medium",0.01,200
"1433","TNIP3",2877,19,"medium",0.01,200
"1434","MMP8",10741,103,"medium",0.01,200
"1435","GCGR",440,3,"medium",0.01,200
"1436","NRG4",10275,79,"medium",0.01,200
"1437","CDHR4",408,2,"medium",0.01,200
"1438","EPO",7245,70,"medium",0.01,200
"1439","ACSBG1",3824,26,"medium",0.01,200
"1440","OPCML",900,8,"medium",0.01,200
"1441","TLL2",452,3,"medium",0.01,200
"1442","WNK2",6860,105,"medium",0.01,200
"1443","CD300E",384,2,"medium",0.01,200
"1444","MEOX2",330,2,"medium",0.01,200
"1445","SLC6A15",79,1,"medium",0.01,200
"1446","F7",1812,13,"medium",0.01,200
"1447","CYP4F8",474,2,"medium",0.01,200
"1448","PLA2G5",914,5,"medium",0.01,200
"1449","CAV3",279,1,"medium",0.01,200
"1450","SERPINB2",3562,26,"medium",0.01,200
"1451","KLRC3",3343,25,"medium",0.01,200
"1452","F13B",3094,19,"medium",0.01,200
"1453","TRIM63",7405,74,"medium",0.01,200
"1454","ST3GAL4",165,1,"medium",0.01,200
"1455","MCOLN3",135,1,"medium",0.01,200
"1456","RAB25",359,2,"medium",0.01,200
"1457","BHLHA15",267,2,"medium",0.01,200
"1458","NR1I2",101,1,"medium",0.01,200
"1459","VNN1",164,1,"medium",0.01,200
"1460","SULT1A2",232,1,"medium",0.01,200
"1461","PLCD4",588,3,"medium",0.01,200
"1462","UNC13C",2007,14,"medium",0.01,200
"1463","KIAA0513",101,1,"medium",0.01,200
"1464","BMP4",4041,40,"medium",0.01,200
"1465","PIM2",665,5,"medium",0.01,200
"1466","ERMP1",181,1,"medium",0.01,200
"1467","MMP12",5014,42,"medium",0.01,200
"1468","NKX2-1",637,5,"medium",0.01,200
"1469","ARG1",10422,166,"medium",0.01,200
"1470","SELENOS",222,1,"medium",0.01,200
"1471","SLC1A3",435,2,"medium",0.01,200
"1472","AKNA",4627,35,"medium",0.01,200
"1473","PRKRA",2276,15,"medium",0.01,200
"1474","ZC3H12D",138,1,"medium",0.01,200
"1475","FAM83A",77,1,"medium",0.01,200
"1476","SLC22A31",240,1,"medium",0.01,200
"1477","KCP",229,1,"medium",0.01,200
"1478","MMP10",11150,148,"medium",0.01,200
"1479","GJD3",353,2,"medium",0.01,200
"1480","DPP9",230,1,"medium",0.01,200
"1481","ASB5",1882,10,"medium",0.01,200
"1482","KCNA1",411,3,"medium",0.01,200
"1483","TIGIT",3441,19,"medium",0.01,200
"1484","OSGIN1",3588,24,"medium",0.01,200
"1485","S100A14",476,3,"medium",0.01,200
"1486","CD247",10743,84,"medium",0.01,200
"1487","FASN",297,1,"medium",0.01,200
"1488","LMNA",59,1,"medium",0.01,200
"1489","C10orf99",532,4,"medium",0.01,200
"1490","NCR1",186,1,"medium",0.01,200
"1491","OLIG2",1783,18,"medium",0.01,200
"1492","SCN7A",173,1,"medium",0.01,200
"1493","FLG",4710,113,"medium",0.01,200
"1494","NAPB",194,1,"medium",0.01,200
"1495","MOGAT2",8638,69,"medium",0.01,200
"1496","CHRNB2",434,2,"medium",0.01,200
"1497","CADPS",522,3,"medium",0.01,200
"1498","GRM2",113,1,"medium",0.01,200
"1499","CADM3",377,4,"medium",0.01,200
"1500","DSG3",6804,84,"medium",0.01,200
"1501","SERPINA4",2533,21,"medium",0.01,200
"1502","SLCO1B3",7438,59,"medium",0.01,200
"1503","MMP9",62,1,"medium",0.01,200
"1504","ATP6V1C2",570,3,"medium",0.01,200
"1505","ZG16B",5862,58,"medium",0.01,200
"1506","SCG2",1963,17,"medium",0.01,200
"1507","PSME1",1802,12,"medium",0.01,200
"1508","FAM207A",1540,10,"medium",0.01,200
"1509","DPP6",691,7,"medium",0.01,200
"1510","GJB2",349,5,"medium",0.01,200
"1511","KBTBD12",208,1,"medium",0.01,200
"1512","KLRC1",11509,156,"medium",0.01,200
"1513","CD38",835,4,"medium",0.01,200
"1514","COMP",114,2,"medium",0.01,200
"1515","DUSP13",4672,29,"medium",0.01,200
"1516","MKRN1",272,2,"medium",0.01,200
"1517","LIMS1",314,1,"medium",0.01,200
"1518","CCIN",437,2,"medium",0.01,200
"1519","GYPA",238,2,"medium",0.01,200
"1520","LAMA1",147,1,"medium",0.01,200
"1521","TSPAN11",159,1,"medium",0.01,200
"1522","ZNF516",134,1,"medium",0.01,200
"1523","UNC80",457,4,"medium",0.01,200
"1524","MYL2",3570,176,"medium",0.01,200
"1525","TEX55",681,4,"medium",0.01,200
"1526","CRLF2",32,1,"medium",0.01,200
"1527","SMPX",176,1,"medium",0.01,200
"1528","PF4",320,2,"medium",0.01,200
"1529","CDON",278,2,"medium",0.01,200
"1530","LCK",474,2,"medium",0.01,200
"1531","MEP1A",282,2,"medium",0.01,200
"1532","PPDPFL",5504,49,"medium",0.01,200
"1533","SEPTIN6",613,3,"medium",0.01,200
"1534","TAS2R9",251,1,"medium",0.01,200
"1535","ORM2",3918,30,"medium",0.01,200
"1536","DDB2",259,1,"medium",0.01,200
"1537","SLC13A5",2500,16,"medium",0.01,200
"1538","CEACAM3",109,1,"medium",0.01,200
"1539","AIRE",363,2,"medium",0.01,200
"1540","RPS6KL1",1083,6,"medium",0.01,200
"1541","GOLGA6L22",162,2,"medium",0.01,200
"1542","TRIM49D2",1557,10,"medium",0.01,200
"1543","TFAP2C",1610,13,"medium",0.01,200
"1544","BAAT",86,1,"medium",0.01,200
"1545","USF3",720,4,"medium",0.01,200
"1546","APOH",4900,45,"medium",0.01,200
"1547","FCRL3",1683,9,"medium",0.01,200
"1548","MYH8",9825,180,"medium",0.01,200
"1549","CKM",1794,199,"medium",0.01,200
"1550","THBD",92,1,"medium",0.01,200
"1551","RBFOX1",7900,57,"medium",0.01,200
"1552","EPHA5",2905,19,"medium",0.01,200
"1553","PADI1",133,1,"medium",0.01,200
"1554","UBASH3A",833,4,"medium",0.01,200
"1555","MAPK8IP2",939,10,"medium",0.01,200
"1556","CAPN8",211,2,"medium",0.01,200
"1557","CEACAM18",2,2,"medium",0.01,200
"1558","TNNT3",6248,172,"medium",0.01,200
"1559","TP53AIP1",658,3,"medium",0.01,200
"1560","MYPN",5791,182,"medium",0.01,200
"1561","ELAVL4",105,1,"medium",0.01,200
"1562","EPB41L4B",240,2,"medium",0.01,200
"1563","KLK11",35,1,"medium",0.01,200
"1564","TBX21",801,4,"medium",0.01,200
"1565","NIPAL4",6284,56,"medium",0.01,200
"1566","ADAMTS8",1137,5,"medium",0.01,200
"1567","PTH1R",194,1,"medium",0.01,200
"1568","APOBEC3F",8761,64,"medium",0.01,200
"1569","ABCA13",8032,77,"medium",0.01,200
"1570","HLA-G",3490,24,"medium",0.01,200
"1571","SPDYA",5208,44,"medium",0.01,200
"1572","MYOM1",7257,60,"medium",0.01,200
"1573","TBC1D3F",27,1,"medium",0.01,200
"1574","LNPEP",2510,18,"medium",0.01,200
"1575","CHGB",150,1,"medium",0.01,200
"1576","CSMD2",90,1,"medium",0.01,200
"1577","NTS",1358,8,"medium",0.01,200
"1578","AGPAT4",118,1,"medium",0.01,200
"1579","PZP",3114,19,"medium",0.01,200
"1580","CH25H",294,1,"medium",0.01,200
"1581","TCF19",1349,8,"medium",0.01,200
"1582","CILP",1192,9,"medium",0.01,200
"1583","CLEC4E",212,1,"medium",0.01,200
"1584","GZMA",599,3,"medium",0.01,200
"1585","DMBT1",3711,81,"medium",0.01,200
"1586","TRIB1",284,1,"medium",0.01,200
"1587","SULT2B1",1855,12,"medium",0.01,200
"1588","STMND1",521,2,"medium",0.01,200
"1589","PON1",2101,11,"medium",0.01,200
"1590","HAL",4189,31,"medium",0.01,200
"1591","GCKR",6951,58,"medium",0.01,200
"1592","MBLAC2",376,2,"medium",0.01,200
"1593","KLRD1",1791,11,"medium",0.01,200
"1594","TRPM8",130,1,"medium",0.01,200
"1595","EPHX1",1094,6,"medium",0.01,200
"1596","RBP4",1550,11,"medium",0.01,200
"1597","TSPAN8",3333,27,"medium",0.01,200
"1598","SLC4A9",161,3,"medium",0.01,200
"1599","SLC24A2",1138,8,"medium",0.01,200
"1600","CASQ1",5125,123,"medium",0.01,200
"1601","PLA2G2A",5757,65,"medium",0.01,200
"1602","HEPACAM2",182,2,"medium",0.01,200
"1603","NR0B2",59,1,"medium",0.01,200
"1604","ABI3BP",305,2,"medium",0.01,200
"1605","DMBX1",188,1,"medium",0.01,200
"1606","ARG2",1356,16,"medium",0.01,200
"1607","GPLD1",971,5,"medium",0.01,200
"1608","CYP2F1",281,1,"medium",0.01,200
"1609","ADCYAP1R1",256,1,"medium",0.01,200
"1610","ATP2C2",2374,21,"medium",0.01,200
"1611","APOL2",4628,39,"medium",0.01,200
"1612","LAMB4",126,1,"medium",0.01,200
"1613","LILRB1",301,1,"medium",0.01,200
"1614","ADAMTS20",2702,28,"medium",0.01,200
"1615","ATXN7L3B",449,2,"medium",0.01,200
"1616","ERAP2",341,2,"medium",0.01,200
"1617","PPEF1",106,1,"medium",0.01,200
"1618","AQP2",102,1,"medium",0.01,200
"1619","IRS4",8495,67,"medium",0.01,200
"1620","FASLG",1012,5,"medium",0.01,200
"1621","ABCG5",2359,14,"medium",0.01,200
"1622","MYH2",829,200,"medium",0.01,200
"1623","SIDT1",688,4,"medium",0.01,200
"1624","ANGPTL8",618,4,"medium",0.01,200
"1625","HR",486,4,"medium",0.01,200
"1626","SLC6A4",4297,44,"medium",0.01,200
"1627","TGM3",691,6,"medium",0.01,200
"1628","STAT2",322,2,"medium",0.01,200
"1629","KRT33A",2043,11,"medium",0.01,200
"1630","IGLL5",2701,38,"medium",0.01,200
"1631","C1orf194",967,6,"medium",0.01,200
"1632","HEXD",567,2,"medium",0.01,200
"1633","IL10RA",584,3,"medium",0.01,200
"1634","SP140",3624,26,"medium",0.01,200
"1635","HMGCS2",1065,8,"medium",0.01,200
"1636","KDM3B",1309,9,"medium",0.01,200
"1637","CHRNA1",11515,108,"medium",0.01,200
"1638","APCDD1L",3493,44,"medium",0.01,200
"1639","FZD8",256,1,"medium",0.01,200
"1640","B3GALNT1",119,1,"medium",0.01,200
"1641","ST8SIA2",84,1,"medium",0.01,200
"1642","ALAS2",8410,95,"medium",0.01,200
"1643","CHRDL2",786,11,"medium",0.01,200
"1644","SFTA3",427,4,"medium",0.01,200
"1645","SMYD1",3861,34,"medium",0.01,200
"1646","TRA2B",5461,43,"medium",0.01,200
"1647","GYS2",1036,5,"medium",0.01,200
"1648","CA3",9986,96,"medium",0.01,200
"1649","SLF1",5863,46,"medium",0.01,200
"1650","ADH1C",1949,10,"medium",0.01,200
"1651","PRSS3",592,4,"medium",0.01,200
"1652","SLC8A3",3397,19,"medium",0.01,200
"1653","INSIG1",4837,33,"medium",0.01,200
"1654","CDK7",939,6,"medium",0.01,200
"1655","IKZF1",753,3,"medium",0.01,200
"1656","MUC5AC",7259,144,"medium",0.01,200
"1657","PADI2",3513,31,"medium",0.01,200
"1658","S100A9",2821,19,"medium",0.01,200
"1659","ICAM3",209,1,"medium",0.01,200
"1660","CCDC141",1430,8,"medium",0.01,200
"1661","APOA4",1715,13,"medium",0.01,200
"1662","B3GALT5",102,1,"medium",0.01,200
"1663","FOSB",3995,38,"medium",0.01,200
"1664","SRPK3",300,2,"medium",0.01,200
"1665","B4GALNT1",5917,56,"medium",0.01,200
"1666","KIAA2012",3505,17,"medium",0.01,200
"1667","PKIA",121,1,"medium",0.01,200
"1668","SFTPC",942,60,"medium",0.01,200
"1669","THEMIS",1301,7,"medium",0.01,200
"1670","CYP1A2",334,2,"medium",0.01,200
"1671","HTR3A",513,4,"medium",0.01,200
"1672","TFF3",476,3,"medium",0.01,200
"1673","MYF6",509,3,"medium",0.01,200
"1674","ARRDC2",5756,45,"medium",0.01,200
"1675","AGER",4121,36,"medium",0.01,200
"1676","ARHGAP29",1235,8,"medium",0.01,200
"1677","ART3",4674,31,"medium",0.01,200
"1678","ATP1B4",2274,15,"medium",0.01,200
"1679","ONECUT2",1549,12,"medium",0.01,200
"1680","FRZB",51,1,"medium",0.01,200
"1681","SEC14L5",191,1,"medium",0.01,200
"1682","COL6A6",2260,29,"medium",0.01,200
"1683","INSYN2A",12658,120,"medium",0.01,200
"1684","EPHX4",7263,53,"medium",0.01,200
"1685","TSPAN19",288,3,"medium",0.01,200
"1686","ADRA1A",8986,83,"medium",0.01,200
"1687","CECR2",481,3,"medium",0.01,200
"1688","KRT6B",9541,95,"medium",0.01,200
"1689","PSMB10",383,2,"medium",0.01,200
"1690","TSPYL2",1354,9,"medium",0.01,200
"1691","PRMT8",3030,19,"medium",0.01,200
"1692","TMPRSS3",433,3,"medium",0.01,200
"1693","KRTAP4-9",321,46,"medium",0.01,200
"1694","AHSP",30,1,"medium",0.01,200
"1695","ZNF750",336,2,"medium",0.01,200
"1696","CACNB1",233,1,"medium",0.01,200
"1697","GPR1",5610,54,"medium",0.01,200
"1698","LRP4",754,6,"medium",0.01,200
"1699","TMCO3",87,1,"medium",0.01,200
"1700","AKAP5",896,4,"medium",0.01,200
"1701","MAGEA2",1520,10,"medium",0.01,200
"1702","SCGB3A2",1012,12,"medium",0.01,200
"1703","IL1B",11449,136,"medium",0.01,200
"1704","MYL4",624,5,"medium",0.01,200
"1705","FADS1",496,2,"medium",0.01,200
"1706","TNNC1",6852,75,"medium",0.01,200
"1707","OGFR",1058,6,"medium",0.01,200
